Weight	Self Weight	Symbol Names
10.00 ms   0.0%	0 s	               completeTaskWithClosure(swift::AsyncContext*, swift::SwiftError*)
10.00 ms   0.0%	10.00 ms	                os_unfair_recursive_lock_unlock
5.00 ms   0.0%	0 s	              void __swift::__runtime::llvm::function_ref<void (swift::ActiveTaskStatus)>::callback_fn<void withStatusRecordLock<swift_task_hasTaskGroupStatusRecordImpl()::$_0>(swift::AsyncTask*, swift_task_hasTaskGroupStatusRecordImpl()::$_0&&, __swift::__runtime::llvm::function_ref<void (swift::ActiveTaskStatus, swift::ActiveTaskStatus&)>)::'lambda'(swift::ActiveTaskStatus)>(long, swift::ActiveTaskStatus)
5.00 ms   0.0%	0 s	               completeTaskWithClosure(swift::AsyncContext*, swift::SwiftError*)
5.00 ms   0.0%	5.00 ms	                void __swift::__runtime::llvm::function_ref<void (swift::ActiveTaskStatus)>::callback_fn<void withStatusRecordLock<swift_task_hasTaskGroupStatusRecordImpl()::$_0>(swift::AsyncTask*, swift_task_hasTaskGroupStatusRecordImpl()::$_0&&, __swift::__runtime::llvm::function_ref<void (swift::ActiveTaskStatus, swift::ActiveTaskStatus&)>)::'lambda'(swift::ActiveTaskStatus)>(long, swift::ActiveTaskStatus)
2.55 ms   0.0%	0 s	              DYLD-STUB$$os_unfair_recursive_lock_lock_with_options
2.55 ms   0.0%	0 s	               completeTaskWithClosure(swift::AsyncContext*, swift::SwiftError*)
2.55 ms   0.0%	2.55 ms	                DYLD-STUB$$os_unfair_recursive_lock_lock_with_options
915.79 µs   0.0%	0 s	              DYLD-STUB$$os_unfair_recursive_lock_unlock
915.79 µs   0.0%	0 s	               completeTaskWithClosure(swift::AsyncContext*, swift::SwiftError*)
915.79 µs   0.0%	915.79 µs	                DYLD-STUB$$os_unfair_recursive_lock_unlock
10.00 ms   0.0%	10.00 ms	             swift::TaskLocal::Storage::pushValue(swift::AsyncTask*, swift::HeapObject const*, swift::OpaqueValue*, swift::TargetMetadata<swift::InProcess> const*)
5.00 ms   0.0%	0 s	             swift::_swift_task_alloc_specific(swift::AsyncTask*, unsigned long)
5.00 ms   0.0%	0 s	              swift::StackAllocator<984ul, &swift::TaskAllocatorSlabMetadata>::getSlabForAllocation(unsigned long)
5.00 ms   0.0%	5.00 ms	               swift::StackAllocator<984ul, &swift::TaskAllocatorSlabMetadata>::getSlabForAllocation(unsigned long)
3.34 ms   0.0%	0 s	             withStatusRecordLock(swift::AsyncTask*, swift::ActiveTaskStatus, __swift::__runtime::llvm::function_ref<void (swift::ActiveTaskStatus)>, __swift::__runtime::llvm::function_ref<void (swift::ActiveTaskStatus, swift::ActiveTaskStatus&)>)
3.34 ms   0.0%	0 s	              completeTaskWithClosure(swift::AsyncContext*, swift::SwiftError*)
